TIME     I(1.660000000e+01,1.100000000e+01,12) Vin(2.520000000e+00,2.190000000e+00) 
1.984007500e-02  1.785710000e-01 9.696970000e-01 
1.985007000e-02  1.785710000e-01 9.696970000e-01 
1.986006500e-02  1.785710000e-01 9.696970000e-01 
1.987006000e-02  1.785710000e-01 9.696970000e-01 
1.988005500e-02  1.785710000e-01 9.696970000e-01 
1.989005000e-02  1.785710000e-01 9.696970000e-01 
1.990004500e-02  1.785710000e-01 9.696970000e-01 
1.991004000e-02  1.785710000e-01 9.696970000e-01 
1.992003500e-02  1.785710000e-01 9.696970000e-01 
1.993003000e-02  1.785710000e-01 9.696970000e-01 
1.994002500e-02  1.785710000e-01 9.696970000e-01 
1.995002000e-02  1.785710000e-01 9.696970000e-01 
1.996001500e-02  1.785710000e-01 9.696970000e-01 
1.997001000e-02  1.785710000e-01 9.696970000e-01 
1.998000500e-02  1.785710000e-01 9.696970000e-01
